user_id,registration_date,user_type,country,platform,device_type
528,2025-01-10,casual,UK,Android,Ring_pro
529,2025-01-25,casual,Finland,Android,Ring_v2
530,2025-01-17,power,UK,iOS,Ring_v1
531,2025-01-10,regular,Sweden,iOS,Ring_v1
532,2025-01-19,power,Germany,Android,Ring_v1
533,2025-01-22,power,Finland,iOS,Ring_v1
534,2025-01-09,regular,Finland,iOS,Ring_v1
535,2025-01-13,regular,Germany,iOS,Ring_v2
536,2025-01-04,power,Germany,iOS,Ring_v2
537,2025-01-06,regular,Germany,iOS,Ring_v2
538,2025-01-21,casual,Finland,iOS,Ring_v2
539,2025-01-06,casual,Germany,Android,Ring_v1
540,2025-01-16,casual,Germany,iOS,Ring_v1
541,2025-01-22,power,Sweden,iOS,Ring_v1
542,2025-01-04,regular,Germany,Android,Ring_v2
543,2025-01-18,casual,Germany,iOS,Ring_v1
544,2025-01-08,regular,Sweden,iOS,Ring_v1
545,2025-01-29,regular,Finland,Android,Ring_v2
546,2025-01-15,casual,Finland,iOS,Ring_pro
547,2025-01-25,casual,Finland,iOS,Ring_v1
548,2025-01-17,regular,Finland,iOS,Ring_v2
549,2025-01-02,regular,Finland,iOS,Ring_v2
550,2025-01-19,regular,Finland,iOS,Ring_v2
551,2025-01-29,regular,Finland,Android,Ring_pro
552,2025-01-19,power,Finland,iOS,Ring_v1
553,2025-01-25,regular,Germany,iOS,Ring_v1
554,2025-01-27,regular,UK,iOS,Ring_pro
555,2025-01-07,power,Finland,iOS,Ring_v2
556,2025-01-07,casual,UK,Android,Ring_v2
557,2025-01-19,casual,Sweden,iOS,Ring_v2
558,2025-01-13,casual,Finland,iOS,Ring_v2
559,2025-01-26,regular,Finland,iOS,Ring_pro
560,2025-01-28,regular,Sweden,iOS,Ring_pro
561,2025-01-11,regular,Germany,iOS,Ring_v2
562,2025-01-08,casual,Germany,Android,Ring_v1
563,2025-01-24,casual,Finland,iOS,Ring_pro
564,2025-01-09,casual,Finland,iOS,Ring_v1
565,2025-01-25,casual,Finland,iOS,Ring_v1
566,2025-01-13,regular,Finland,Android,Ring_pro
567,2025-01-21,casual,Finland,iOS,Ring_v1
568,2025-01-03,casual,Finland,Android,Ring_v1
569,2025-01-19,power,Germany,Android,Ring_v1
570,2025-01-14,casual,UK,Android,Ring_pro
571,2025-01-18,regular,Finland,iOS,Ring_v2
572,2025-01-06,regular,UK,iOS,Ring_v2
573,2025-01-23,casual,Finland,Android,Ring_v1
574,2025-01-26,regular,Finland,Android,Ring_v2
575,2025-01-07,power,Finland,Android,Ring_v2
576,2025-01-03,power,Sweden,iOS,Ring_v1
577,2025-01-01,casual,UK,iOS,Ring_v2
578,2025-01-20,power,Sweden,iOS,Ring_v1
579,2025-01-19,casual,Finland,Android,Ring_pro
580,2025-01-17,casual,Sweden,iOS,Ring_v2
581,2025-01-07,casual,Finland,iOS,Ring_pro
582,2025-01-12,power,UK,Android,Ring_v1
583,2025-01-18,casual,Sweden,iOS,Ring_v2
584,2025-01-15,casual,Finland,Android,Ring_v2
585,2025-01-30,regular,Sweden,iOS,Ring_v2
586,2025-01-05,casual,Sweden,iOS,Ring_pro
587,2025-01-21,casual,Finland,iOS,Ring_v1
588,2025-01-13,casual,Sweden,Android,Ring_v1
589,2025-01-13,casual,Finland,iOS,Ring_v2
590,2025-01-22,casual,Germany,iOS,Ring_v2
591,2025-01-21,casual,Germany,Android,Ring_v2
592,2025-01-30,regular,Germany,iOS,Ring_v1
593,2025-01-04,casual,Sweden,iOS,Ring_v2
594,2025-01-04,casual,Sweden,iOS,Ring_v1
595,2025-01-22,power,Finland,iOS,Ring_v2
596,2025-01-18,casual,Germany,Android,Ring_v2
597,2025-01-09,regular,Finland,iOS,Ring_v2
598,2025-01-03,casual,Finland,iOS,Ring_v1
599,2025-01-03,casual,Finland,iOS,Ring_v2
600,2025-01-27,casual,Finland,Android,Ring_v1
601,2025-01-06,casual,Sweden,iOS,Ring_v1
602,2025-01-10,casual,Finland,iOS,Ring_v2
603,2025-01-07,casual,Germany,iOS,Ring_pro
604,2025-01-11,casual,Finland,iOS,Ring_v1
605,2025-01-03,casual,Finland,iOS,Ring_v2
606,2025-01-16,casual,Sweden,iOS,Ring_pro
607,2025-01-03,casual,Finland,Android,Ring_pro
608,2025-01-25,casual,Finland,iOS,Ring_v1
609,2025-01-08,regular,Germany,Android,Ring_pro
610,2025-01-17,regular,Finland,Android,Ring_v1
611,2025-01-27,casual,Germany,iOS,Ring_v1
612,2025-01-20,regular,Finland,iOS,Ring_v1
613,2025-01-16,regular,Finland,iOS,Ring_v2
614,2025-01-10,casual,Germany,Android,Ring_v1
615,2025-01-10,power,Finland,iOS,Ring_v1
616,2025-01-21,power,Finland,iOS,Ring_v1
617,2025-01-30,casual,Finland,iOS,Ring_pro
618,2025-01-20,casual,Finland,Android,Ring_pro
619,2025-01-17,regular,Germany,Android,Ring_v1
620,2025-01-22,regular,Finland,iOS,Ring_pro
621,2025-01-14,casual,Germany,Android,Ring_pro
622,2025-01-02,casual,UK,iOS,Ring_v2
623,2025-01-17,casual,Finland,iOS,Ring_v1
624,2025-01-29,casual,UK,Android,Ring_v2
625,2025-01-06,regular,Finland,iOS,Ring_pro
626,2025-01-21,casual,UK,iOS,Ring_v2
627,2025-01-07,casual,Finland,iOS,Ring_v1
628,2025-01-17,regular,Sweden,Android,Ring_v2
629,2025-01-03,casual,Finland,Android,Ring_v2
630,2025-01-14,casual,Finland,Android,Ring_v2
631,2025-01-23,regular,Sweden,Android,Ring_v1
632,2025-01-11,power,Germany,iOS,Ring_v1
633,2025-01-20,regular,Finland,iOS,Ring_pro
634,2025-01-24,regular,Finland,iOS,Ring_pro
635,2025-01-28,casual,Germany,iOS,Ring_v1
636,2025-01-08,casual,Sweden,iOS,Ring_pro
637,2025-01-12,regular,UK,Android,Ring_v1
638,2025-01-05,casual,Germany,iOS,Ring_v2
639,2025-01-30,casual,UK,iOS,Ring_v2
640,2025-01-28,casual,Germany,iOS,Ring_pro
641,2025-01-17,casual,Finland,iOS,Ring_pro
642,2025-01-26,casual,Finland,Android,Ring_v1
643,2025-01-16,casual,Germany,iOS,Ring_pro
644,2025-01-19,casual,Sweden,iOS,Ring_v1
645,2025-01-03,casual,Finland,Android,Ring_v2
646,2025-01-23,power,Finland,iOS,Ring_v2
647,2025-01-04,regular,UK,iOS,Ring_v2
648,2025-01-25,regular,Sweden,iOS,Ring_v1
649,2025-01-24,regular,Finland,iOS,Ring_pro
650,2025-01-22,casual,Finland,Android,Ring_v1
651,2025-01-02,casual,Finland,Android,Ring_v1
652,2025-01-10,regular,Finland,iOS,Ring_v2
653,2025-01-08,regular,Finland,Android,Ring_v2
654,2025-01-11,regular,Finland,iOS,Ring_pro
655,2025-01-03,casual,Germany,iOS,Ring_v1
656,2025-01-29,casual,Finland,iOS,Ring_v1
657,2025-01-17,casual,Germany,iOS,Ring_pro
658,2025-01-10,casual,UK,iOS,Ring_v2
659,2025-01-12,regular,Finland,Android,Ring_v1
660,2025-01-14,regular,Sweden,Android,Ring_v2
661,2025-01-19,casual,Finland,iOS,Ring_v2
662,2025-01-16,power,UK,iOS,Ring_v2
663,2025-01-28,regular,Finland,iOS,Ring_v2
664,2025-01-15,casual,Sweden,iOS,Ring_pro
665,2025-01-30,casual,Sweden,iOS,Ring_pro
666,2025-01-26,casual,Finland,iOS,Ring_v2
667,2025-01-07,casual,Finland,Android,Ring_v1
668,2025-01-28,casual,Sweden,iOS,Ring_pro
669,2025-01-04,casual,Germany,iOS,Ring_v2
670,2025-01-25,casual,Finland,iOS,Ring_v2
671,2025-01-12,casual,Sweden,iOS,Ring_v1
672,2025-01-27,power,Finland,iOS,Ring_pro
673,2025-01-27,casual,Germany,Android,Ring_v2
674,2025-01-25,regular,Finland,iOS,Ring_v1
675,2025-01-24,casual,UK,Android,Ring_v2
676,2025-01-10,power,Finland,iOS,Ring_pro
677,2025-01-03,casual,Finland,iOS,Ring_v1
678,2025-01-13,casual,Finland,iOS,Ring_pro
679,2025-01-06,power,Finland,Android,Ring_v2
680,2025-01-21,power,Sweden,iOS,Ring_v2
681,2025-01-11,regular,Finland,Android,Ring_v1
682,2025-01-30,casual,Germany,iOS,Ring_v1
683,2025-01-20,casual,Finland,Android,Ring_pro
684,2025-01-25,regular,Finland,iOS,Ring_v1
685,2025-01-04,power,Finland,Android,Ring_v2
686,2025-01-26,regular,Finland,iOS,Ring_v1
687,2025-01-28,regular,Finland,Android,Ring_v1
688,2025-01-15,casual,Finland,iOS,Ring_v1
689,2025-01-19,regular,Finland,iOS,Ring_v2
690,2025-01-23,casual,Finland,iOS,Ring_pro
691,2025-01-06,casual,Sweden,Android,Ring_v1
692,2025-01-16,casual,Sweden,iOS,Ring_v1
693,2025-01-12,regular,Finland,Android,Ring_v1
694,2025-01-05,casual,Finland,iOS,Ring_v2
695,2025-01-12,casual,UK,iOS,Ring_v2
696,2025-01-03,regular,Sweden,iOS,Ring_pro
697,2025-01-01,casual,Sweden,Android,Ring_v2
698,2025-01-05,regular,Finland,Android,Ring_v2
699,2025-01-29,casual,Germany,Android,Ring_v1
700,2025-01-17,casual,Germany,iOS,Ring_pro
701,2025-01-29,regular,Sweden,Android,Ring_v1
702,2025-01-13,casual,UK,Android,Ring_v1
703,2025-01-10,casual,Finland,iOS,Ring_v2
704,2025-01-16,casual,Finland,Android,Ring_v2
705,2025-01-14,casual,Germany,Android,Ring_v2
706,2025-01-04,power,Germany,Android,Ring_v2
707,2025-01-20,casual,Finland,Android,Ring_v2
708,2025-01-07,regular,Finland,iOS,Ring_v1
709,2025-01-19,casual,Finland,iOS,Ring_pro
710,2025-01-20,regular,Finland,Android,Ring_v2
711,2025-01-05,regular,Germany,iOS,Ring_v2
712,2025-01-02,regular,Sweden,Android,Ring_v2
713,2025-01-24,casual,Finland,Android,Ring_v1
714,2025-01-14,casual,Finland,Android,Ring_v2
715,2025-01-02,casual,Finland,Android,Ring_v2
716,2025-01-30,power,Finland,iOS,Ring_v1
717,2025-01-02,regular,Sweden,iOS,Ring_v2
718,2025-01-21,power,UK,iOS,Ring_pro
719,2025-01-30,casual,Germany,iOS,Ring_v2
720,2025-01-08,regular,Finland,iOS,Ring_pro
721,2025-01-05,power,UK,iOS,Ring_v1
722,2025-01-04,casual,Germany,Android,Ring_v1
723,2025-01-10,casual,Germany,Android,Ring_v1
724,2025-01-04,regular,Finland,iOS,Ring_v2
725,2025-01-21,regular,Finland,iOS,Ring_v1
726,2025-01-02,regular,Finland,Android,Ring_v1
727,2025-01-16,casual,Finland,iOS,Ring_pro
728,2025-01-30,regular,Finland,iOS,Ring_pro
729,2025-01-25,casual,Finland,iOS,Ring_v2
730,2025-01-19,casual,Finland,iOS,Ring_v1
731,2025-01-10,casual,Germany,iOS,Ring_v1
732,2025-01-19,regular,Finland,Android,Ring_v1
733,2025-01-16,regular,Finland,iOS,Ring_v2
734,2025-01-13,regular,UK,iOS,Ring_pro
735,2025-01-04,casual,UK,iOS,Ring_v2
736,2025-01-27,power,Germany,iOS,Ring_v1
737,2025-01-14,casual,UK,Android,Ring_v2
738,2025-01-06,regular,Sweden,Android,Ring_v1
739,2025-01-12,casual,UK,Android,Ring_v1
740,2025-01-13,casual,Finland,iOS,Ring_v2
741,2025-01-25,casual,Finland,Android,Ring_v2
742,2025-01-23,casual,Finland,Android,Ring_v1
743,2025-01-24,regular,Finland,Android,Ring_v1
744,2025-01-01,regular,Finland,iOS,Ring_pro
745,2025-01-13,casual,Sweden,iOS,Ring_v1
746,2025-01-15,power,Germany,iOS,Ring_v1
747,2025-01-01,casual,Sweden,Android,Ring_v1
748,2025-01-08,regular,Finland,iOS,Ring_v1
749,2025-01-23,power,Germany,iOS,Ring_v1
750,2025-01-05,regular,Sweden,Android,Ring_pro
751,2025-01-17,casual,Finland,Android,Ring_v1
752,2025-01-07,power,Sweden,Android,Ring_v2
753,2025-01-01,regular,Finland,iOS,Ring_v2
754,2025-01-08,casual,Finland,Android,Ring_v2
755,2025-01-30,casual,UK,iOS,Ring_pro
756,2025-01-25,regular,Finland,iOS,Ring_pro
757,2025-01-29,regular,Finland,iOS,Ring_v1
758,2025-01-15,regular,UK,iOS,Ring_v2
759,2025-01-04,power,Germany,iOS,Ring_v2
760,2025-01-17,regular,Finland,Android,Ring_pro
761,2025-01-14,casual,Finland,iOS,Ring_v2
762,2025-01-26,casual,Finland,Android,Ring_pro
763,2025-01-03,casual,Sweden,iOS,Ring_v2
764,2025-01-15,regular,Finland,iOS,Ring_v1
765,2025-01-05,casual,Finland,iOS,Ring_v2
766,2025-01-10,regular,UK,iOS,Ring_pro
767,2025-01-23,regular,Sweden,iOS,Ring_pro
768,2025-01-15,power,Finland,iOS,Ring_v1
769,2025-01-12,casual,Sweden,iOS,Ring_v2
770,2025-01-12,regular,Sweden,iOS,Ring_v1
771,2025-01-14,casual,Finland,iOS,Ring_v1
772,2025-01-24,regular,Finland,Android,Ring_v2
773,2025-01-27,casual,Germany,iOS,Ring_v1
774,2025-01-29,casual,Finland,Android,Ring_pro
775,2025-01-24,regular,Sweden,Android,Ring_v1
776,2025-01-10,casual,Finland,Android,Ring_pro
777,2025-01-21,casual,Finland,Android,Ring_v1
778,2025-01-14,regular,Finland,iOS,Ring_v1
779,2025-01-08,regular,Finland,Android,Ring_v1
780,2025-01-26,regular,Finland,Android,Ring_v1
781,2025-01-02,regular,Finland,iOS,Ring_v1
782,2025-01-28,regular,Germany,iOS,Ring_v1
783,2025-01-14,casual,UK,iOS,Ring_v2
784,2025-01-20,casual,Germany,Android,Ring_v1
785,2025-01-20,casual,UK,Android,Ring_v2
786,2025-01-27,power,Finland,iOS,Ring_v1
787,2025-01-20,regular,UK,iOS,Ring_pro
788,2025-01-19,casual,Finland,iOS,Ring_pro
789,2025-01-02,casual,UK,iOS,Ring_v2
790,2025-01-16,power,UK,Android,Ring_v1
791,2025-01-05,casual,Germany,iOS,Ring_v1
792,2025-01-23,regular,UK,iOS,Ring_pro
793,2025-01-16,regular,Sweden,iOS,Ring_v1
794,2025-01-21,regular,Finland,Android,Ring_v1
795,2025-01-02,casual,Finland,iOS,Ring_v1
796,2025-01-03,power,Sweden,Android,Ring_v1
797,2025-01-22,power,Finland,iOS,Ring_v1
798,2025-01-03,regular,Sweden,iOS,Ring_v2
799,2025-01-03,regular,UK,iOS,Ring_v1
800,2025-01-01,power,Finland,iOS,Ring_v2
801,2025-01-29,regular,Germany,iOS,Ring_v1
802,2025-01-23,casual,UK,Android,Ring_v1
803,2025-01-11,regular,UK,Android,Ring_pro
804,2025-01-09,regular,UK,Android,Ring_v1
805,2025-01-11,casual,Sweden,iOS,Ring_pro
806,2025-01-24,regular,UK,Android,Ring_v2
807,2025-01-20,power,Germany,iOS,Ring_v1
808,2025-01-06,power,Finland,iOS,Ring_pro
809,2025-01-06,casual,Finland,iOS,Ring_v1
810,2025-01-03,casual,Germany,iOS,Ring_pro
811,2025-01-20,power,Finland,Android,Ring_v1
812,2025-01-23,regular,Sweden,iOS,Ring_pro
813,2025-01-08,casual,Sweden,iOS,Ring_v1
814,2025-01-01,power,Finland,Android,Ring_v2
815,2025-01-03,power,Sweden,iOS,Ring_v2
816,2025-01-30,regular,Germany,iOS,Ring_pro
817,2025-01-09,regular,Finland,iOS,Ring_pro
818,2025-01-24,casual,Finland,Android,Ring_pro
819,2025-01-19,casual,Finland,Android,Ring_pro
820,2025-01-12,casual,Finland,iOS,Ring_v1
821,2025-01-07,regular,UK,iOS,Ring_v1
822,2025-01-04,casual,Finland,iOS,Ring_v1
823,2025-01-19,casual,Sweden,Android,Ring_v1
824,2025-01-24,casual,Finland,iOS,Ring_v1
825,2025-01-20,regular,Finland,iOS,Ring_v2
826,2025-01-16,power,Germany,iOS,Ring_v1
827,2025-01-02,casual,Germany,iOS,Ring_v2
828,2025-01-30,casual,Finland,iOS,Ring_v1
829,2025-01-24,regular,Finland,Android,Ring_v1
830,2025-01-09,casual,Finland,iOS,Ring_v2
831,2025-01-30,casual,Finland,iOS,Ring_v2
832,2025-01-19,casual,Sweden,Android,Ring_v2
833,2025-01-18,casual,Finland,Android,Ring_v2
834,2025-01-23,casual,Finland,iOS,Ring_v1
835,2025-01-25,casual,Finland,iOS,Ring_v2
836,2025-01-20,casual,UK,iOS,Ring_v1
837,2025-01-04,power,UK,Android,Ring_v1
838,2025-01-11,casual,Finland,iOS,Ring_v2
839,2025-01-28,regular,Germany,Android,Ring_v1
840,2025-01-07,regular,Finland,Android,Ring_v1
841,2025-01-12,casual,Finland,iOS,Ring_pro
842,2025-01-13,regular,Germany,iOS,Ring_pro
843,2025-01-14,casual,UK,iOS,Ring_v1
844,2025-01-19,power,UK,iOS,Ring_v1
845,2025-01-29,casual,Sweden,iOS,Ring_v1
846,2025-01-08,casual,Finland,Android,Ring_v1
847,2025-01-04,casual,Germany,Android,Ring_pro
848,2025-01-06,power,Finland,iOS,Ring_v1
849,2025-01-27,regular,Sweden,Android,Ring_v2
850,2025-01-20,regular,Finland,iOS,Ring_v1
851,2025-01-09,casual,Sweden,iOS,Ring_pro
852,2025-01-25,regular,Finland,iOS,Ring_v1
853,2025-01-26,casual,Finland,Android,Ring_v2
854,2025-01-26,power,UK,Android,Ring_v1
855,2025-01-28,casual,Finland,Android,Ring_v2
856,2025-01-08,casual,Sweden,iOS,Ring_v1
857,2025-01-23,casual,Finland,iOS,Ring_v1
858,2025-01-14,casual,Finland,iOS,Ring_pro
859,2025-01-26,regular,Finland,iOS,Ring_pro
860,2025-01-22,casual,Finland,Android,Ring_pro
861,2025-01-24,regular,UK,Android,Ring_v2
862,2025-01-20,casual,Finland,Android,Ring_pro
863,2025-01-06,regular,UK,iOS,Ring_v1
864,2025-01-17,casual,Sweden,iOS,Ring_v1
865,2025-01-30,casual,Finland,iOS,Ring_v1
866,2025-01-29,regular,Sweden,iOS,Ring_v2
867,2025-01-02,casual,Sweden,iOS,Ring_v1
868,2025-01-05,casual,Germany,Android,Ring_v1
869,2025-01-04,power,Finland,Android,Ring_v2
870,2025-01-22,power,Finland,iOS,Ring_pro
871,2025-01-25,casual,UK,iOS,Ring_v1
872,2025-01-07,casual,UK,iOS,Ring_v1
873,2025-01-16,regular,UK,iOS,Ring_v1
874,2025-01-26,casual,Finland,Android,Ring_v1
875,2025-01-22,casual,Germany,iOS,Ring_v1
876,2025-01-17,casual,Finland,iOS,Ring_v2
877,2025-01-18,regular,Finland,iOS,Ring_v2
878,2025-01-16,regular,Finland,Android,Ring_v2
879,2025-01-09,casual,Sweden,iOS,Ring_v1
880,2025-01-17,casual,Finland,iOS,Ring_pro
881,2025-01-21,casual,Finland,iOS,Ring_v1
882,2025-01-27,regular,UK,Android,Ring_v2
883,2025-01-20,casual,Finland,Android,Ring_pro
884,2025-01-23,casual,Finland,iOS,Ring_v1
885,2025-01-05,regular,Finland,Android,Ring_v1
886,2025-01-14,casual,UK,Android,Ring_pro
887,2025-01-01,regular,Sweden,Android,Ring_v1
888,2025-01-08,casual,Finland,Android,Ring_v2
889,2025-01-22,casual,Germany,Android,Ring_v1
890,2025-01-30,casual,Germany,iOS,Ring_v2
891,2025-01-03,regular,Finland,Android,Ring_v1
892,2025-01-13,power,Sweden,iOS,Ring_v1
893,2025-01-25,regular,Germany,Android,Ring_v2
894,2025-01-07,casual,Sweden,iOS,Ring_v1
895,2025-01-17,regular,Finland,Android,Ring_v1
896,2025-01-22,casual,UK,Android,Ring_v1
897,2025-01-19,casual,Sweden,iOS,Ring_v1
898,2025-01-06,power,Finland,Android,Ring_v1
899,2025-01-11,casual,Finland,iOS,Ring_v1
900,2025-01-24,casual,Finland,Android,Ring_pro
901,2025-01-17,casual,Finland,iOS,Ring_v1
902,2025-01-01,casual,Germany,iOS,Ring_v2
903,2025-01-23,casual,Finland,Android,Ring_v1
904,2025-01-02,regular,Finland,iOS,Ring_v1
905,2025-01-23,casual,Sweden,Android,Ring_pro
906,2025-01-07,power,Finland,iOS,Ring_v1
907,2025-01-29,regular,UK,iOS,Ring_pro
908,2025-01-12,casual,Finland,iOS,Ring_v1
909,2025-01-10,casual,Finland,iOS,Ring_v2
910,2025-01-05,casual,Finland,iOS,Ring_v2
911,2025-01-10,regular,Finland,iOS,Ring_pro
912,2025-01-27,casual,Finland,iOS,Ring_v2
913,2025-01-30,regular,Germany,iOS,Ring_v2
914,2025-01-12,casual,UK,Android,Ring_v1
915,2025-01-14,regular,Finland,Android,Ring_v1
916,2025-01-22,casual,Sweden,iOS,Ring_pro
917,2025-01-27,casual,Germany,Android,Ring_v1
918,2025-01-18,power,Germany,iOS,Ring_v1
919,2025-01-12,regular,Finland,Android,Ring_v2
920,2025-01-13,casual,Finland,Android,Ring_v1
921,2025-01-21,power,Finland,Android,Ring_pro
922,2025-01-01,casual,Germany,iOS,Ring_v2
923,2025-01-19,power,Germany,Android,Ring_v2
924,2025-01-11,regular,Finland,iOS,Ring_pro
925,2025-01-24,casual,Finland,Android,Ring_v1
926,2025-01-03,casual,UK,iOS,Ring_v1
927,2025-01-18,casual,Germany,Android,Ring_v2
928,2025-01-15,regular,UK,Android,Ring_v1
929,2025-01-20,regular,Germany,Android,Ring_v2
930,2025-01-02,casual,Finland,iOS,Ring_pro
931,2025-01-18,casual,Sweden,Android,Ring_v2
932,2025-01-17,regular,Sweden,iOS,Ring_v1
933,2025-01-17,power,Finland,Android,Ring_pro
934,2025-01-19,regular,Sweden,iOS,Ring_v2
935,2025-01-21,casual,Germany,iOS,Ring_v2
936,2025-01-25,casual,Finland,iOS,Ring_v1
937,2025-01-09,casual,Germany,iOS,Ring_pro
938,2025-01-25,power,Sweden,iOS,Ring_v2
939,2025-01-15,casual,UK,iOS,Ring_v2
940,2025-01-03,regular,Finland,iOS,Ring_pro
941,2025-01-02,casual,Finland,Android,Ring_v1
942,2025-01-11,regular,Sweden,Android,Ring_v2
943,2025-01-24,regular,Finland,iOS,Ring_pro
944,2025-01-22,regular,Germany,iOS,Ring_v1
945,2025-01-24,casual,Germany,iOS,Ring_v2
946,2025-01-16,casual,Finland,iOS,Ring_pro
947,2025-01-14,casual,Sweden,Android,Ring_v2
948,2025-01-05,power,Sweden,Android,Ring_v2
949,2025-01-10,power,Finland,iOS,Ring_pro
950,2025-01-14,regular,UK,iOS,Ring_pro
951,2025-01-03,regular,Germany,iOS,Ring_v1
952,2025-01-07,regular,Sweden,Android,Ring_v1
953,2025-01-18,casual,Germany,Android,Ring_v2
954,2025-01-23,power,Finland,iOS,Ring_v2
955,2025-01-30,casual,UK,iOS,Ring_v2
956,2025-01-28,casual,Sweden,Android,Ring_v2
957,2025-01-20,regular,Germany,Android,Ring_v1
958,2025-01-13,casual,UK,iOS,Ring_v2
959,2025-01-20,casual,Finland,iOS,Ring_v1
960,2025-01-24,regular,Germany,iOS,Ring_v2
961,2025-01-04,casual,Finland,iOS,Ring_v2
962,2025-01-13,regular,Finland,iOS,Ring_v1
963,2025-01-26,casual,Finland,iOS,Ring_v1
964,2025-01-12,casual,UK,iOS,Ring_v2
965,2025-01-18,casual,UK,iOS,Ring_v2
966,2025-01-18,casual,Germany,Android,Ring_v1
967,2025-01-06,regular,Germany,iOS,Ring_pro
968,2025-01-11,casual,Sweden,iOS,Ring_v2
969,2025-01-11,regular,UK,iOS,Ring_pro
970,2025-01-01,casual,Finland,iOS,Ring_v2
971,2025-01-01,regular,Finland,Android,Ring_v2
972,2025-01-25,power,Finland,iOS,Ring_pro
973,2025-01-09,regular,Germany,iOS,Ring_v2
974,2025-01-16,casual,Germany,Android,Ring_v2
975,2025-01-09,casual,Finland,iOS,Ring_v1
976,2025-01-29,casual,Finland,Android,Ring_v2
977,2025-01-08,regular,Germany,iOS,Ring_v1
978,2025-01-13,casual,Finland,iOS,Ring_v1
979,2025-01-27,casual,Germany,iOS,Ring_v1
980,2025-01-26,regular,UK,iOS,Ring_v1
981,2025-01-06,casual,Finland,Android,Ring_pro
982,2025-01-25,regular,Finland,Android,Ring_v1
983,2025-01-14,casual,Germany,iOS,Ring_v2
984,2025-01-15,casual,Germany,iOS,Ring_pro
985,2025-01-05,regular,Sweden,Android,Ring_v2
986,2025-01-03,casual,UK,Android,Ring_v1
987,2025-01-22,regular,Finland,iOS,Ring_v2
988,2025-01-15,casual,Sweden,iOS,Ring_v2
989,2025-01-14,casual,Germany,iOS,Ring_v2
990,2025-01-22,regular,UK,Android,Ring_v2
991,2025-01-23,regular,Finland,iOS,Ring_pro
992,2025-01-05,regular,Germany,iOS,Ring_v2
993,2025-01-19,casual,Sweden,Android,Ring_v1
994,2025-01-05,regular,Finland,iOS,Ring_v2
995,2025-01-23,casual,Finland,iOS,Ring_v1
996,2025-01-20,casual,UK,iOS,Ring_pro
997,2025-01-29,power,Finland,iOS,Ring_v1
998,2025-01-03,casual,Finland,iOS,Ring_v1
999,2025-01-02,power,Finland,iOS,Ring_pro
1000,2025-01-09,casual,UK,iOS,Ring_v2
