metric_id,user_id,metric_date,sleep_score,activity_score,readiness_score
2702,33,2025-01-08,59.69,64.61,69.67
2703,33,2025-01-10,75.59,69.13,71.52
2704,33,2025-01-11,71.47,66.62,61.38
2705,33,2025-01-12,67.39,42.83,68.25
2706,33,2025-01-14,68.63,48.7,47.89
2707,33,2025-01-15,62.86,80.66,63.61
2708,33,2025-01-17,70.03,60.15,47.89
2709,33,2025-01-18,71.63,43.5,75.68
2710,33,2025-01-21,46.55,62.1,52.44
2711,33,2025-01-22,71.31,51.35,43.86
2712,33,2025-01-23,49.69,46.7,52.67
2713,33,2025-01-24,62.83,58.89,63.48
2714,33,2025-01-25,65.42,77.35,59.9
2715,33,2025-01-29,74.18,83.56,69.57
2716,33,2025-01-30,78.14,50.33,88.77
2717,33,2025-02-01,72.77,42.39,61.05
2718,33,2025-02-02,58.1,71.22,73.55
2719,33,2025-02-03,58.02,74.97,63.72
2720,33,2025-02-04,74.27,56.07,77.04
2721,33,2025-02-06,56.62,77.53,55.4
2722,33,2025-02-07,61.56,69.18,60.6
2723,33,2025-02-08,71.39,44.87,61.36
2724,33,2025-02-09,67.81,64.22,57.44
2725,33,2025-02-10,62.7,51.77,65.98
2726,33,2025-02-12,62.81,57.85,62.1
2727,33,2025-02-13,59.03,68.99,58.27
2728,33,2025-02-14,64.67,75.2,70.35
2729,33,2025-02-15,63.6,37.28,69.88
2730,33,2025-02-16,59.57,49.25,51.17
2731,33,2025-02-17,58.09,76.24,56.61
2732,33,2025-02-18,63.17,74.82,56.37
2733,33,2025-02-19,56.21,54.2,68.22
2734,33,2025-02-21,56.72,53.26,63.67
2735,33,2025-02-24,75.81,71.94,70.09
2736,33,2025-02-25,70.78,59.62,48.47
2737,33,2025-02-26,77.47,33.54,65.88
2738,33,2025-02-27,49.78,39.84,56.88
2739,33,2025-02-28,67.09,42.6,68.4
2740,33,2025-03-04,68.72,76.4,53.71
2741,33,2025-03-05,77.69,63.74,65.45
2742,33,2025-03-06,68.07,62.4,71.23
2743,33,2025-03-07,59.71,52.89,68.99
2744,33,2025-03-08,56.89,74.53,57.88
2745,33,2025-03-09,73.0,47.01,48.78
2746,33,2025-03-10,67.24,55.15,36.79
2747,33,2025-03-12,53.73,50.88,52.09
2748,33,2025-03-13,56.03,61.75,68.46
2749,33,2025-03-14,43.9,62.29,68.87
2750,33,2025-03-15,65.24,43.63,59.86
2751,33,2025-03-16,78.36,74.95,50.1
2752,33,2025-03-18,55.12,79.0,41.69
2753,33,2025-03-19,50.1,94.49,75.22
2754,33,2025-03-24,56.9,45.97,43.08
2755,33,2025-03-25,65.99,50.26,60.48
2756,33,2025-03-26,60.35,64.55,56.94
2757,33,2025-03-27,55.21,47.23,87.0
2758,33,2025-03-28,82.59,60.68,71.19
2759,33,2025-03-31,72.43,52.72,48.15
2760,33,2025-04-01,57.42,31.99,61.8
2761,33,2025-04-02,60.69,70.25,54.79
2762,33,2025-04-03,72.77,89.85,59.63
2763,33,2025-04-04,69.34,72.54,62.64
2764,33,2025-04-08,66.56,27.65,81.76
2765,33,2025-04-10,50.83,87.17,56.44
2766,33,2025-04-11,62.4,75.66,36.04
2767,33,2025-04-12,70.67,79.96,51.73
2768,33,2025-04-14,72.27,61.56,86.23
2769,33,2025-04-15,69.74,90.74,49.36
2770,33,2025-04-17,79.49,61.78,64.09
2771,33,2025-04-18,57.4,65.89,78.98
2772,33,2025-04-21,42.39,95.36,92.5
2773,33,2025-04-22,88.73,43.46,59.52
2774,33,2025-04-24,62.26,62.75,74.32
2775,33,2025-04-26,84.23,57.44,57.24
2776,33,2025-04-27,51.65,43.98,56.39
2777,33,2025-04-28,56.49,74.84,52.47
2778,33,2025-05-01,42.12,62.03,73.54
2779,33,2025-05-03,46.44,56.3,49.25
2780,33,2025-05-04,68.94,84.08,70.55
2781,33,2025-05-05,66.18,72.35,73.28
2782,33,2025-05-06,65.62,64.85,70.19
2783,34,2025-01-04,75.39,87.65,76.92
2784,34,2025-01-05,89.72,73.15,78.7
2785,34,2025-01-06,76.56,88.24,75.84
2786,34,2025-01-07,86.45,81.63,100.0
2787,34,2025-01-08,88.32,84.03,78.07
2788,34,2025-01-09,80.91,79.28,74.28
2789,34,2025-01-10,84.67,80.21,91.5
2790,34,2025-01-11,89.86,81.1,80.8
2791,34,2025-01-12,89.17,82.6,90.57
2792,34,2025-01-13,88.49,78.27,81.94
2793,34,2025-01-16,77.81,83.86,85.33
2794,34,2025-01-17,85.29,74.97,87.62
2795,34,2025-01-18,83.12,77.48,81.05
2796,34,2025-01-19,92.24,73.67,83.29
2797,34,2025-01-20,83.18,82.0,85.36
2798,34,2025-01-21,83.6,79.35,81.98
2799,34,2025-01-22,88.88,69.34,75.75
2800,34,2025-01-23,82.9,78.5,86.71
2801,34,2025-01-25,87.74,83.11,78.39
2802,34,2025-01-26,83.46,83.49,79.06
2803,34,2025-01-27,80.55,81.38,84.21
2804,34,2025-01-28,85.07,75.48,89.48
2805,34,2025-02-01,82.11,84.46,75.56
2806,34,2025-02-02,87.28,76.07,82.47
2807,34,2025-02-04,80.01,87.07,83.87
2808,34,2025-02-05,87.36,85.22,81.8
2809,34,2025-02-06,76.26,85.05,84.24
2810,34,2025-02-07,78.19,72.46,83.65
2811,34,2025-02-08,88.89,69.94,80.5
2812,34,2025-02-10,81.38,76.95,85.51
2813,34,2025-02-13,93.34,83.95,78.08
2814,34,2025-02-14,91.49,80.19,85.92
2815,34,2025-02-15,94.68,86.91,77.42
2816,34,2025-02-16,77.62,66.66,86.75
2817,34,2025-02-18,78.46,87.35,82.94
2818,34,2025-02-19,91.96,84.05,85.4
2819,34,2025-02-22,88.37,86.41,77.57
2820,34,2025-02-24,91.85,81.68,79.63
2821,34,2025-02-26,74.51,73.42,75.93
2822,34,2025-02-28,76.58,61.28,85.46
2823,34,2025-03-01,81.87,80.06,82.75
2824,34,2025-03-02,87.47,86.62,87.74
2825,34,2025-03-04,84.55,86.12,84.32
2826,34,2025-03-05,89.08,79.84,85.92
2827,34,2025-03-07,87.45,76.31,84.41
2828,34,2025-03-09,94.89,58.78,88.62
2829,34,2025-03-10,80.48,78.99,77.01
2830,34,2025-03-11,85.69,88.93,85.66
2831,34,2025-03-12,80.97,80.5,72.74
2832,34,2025-03-13,82.5,81.65,82.76
2833,34,2025-03-14,86.86,89.52,93.56
2834,34,2025-03-15,86.99,85.62,74.46
2835,34,2025-03-16,93.26,83.12,89.72
2836,34,2025-03-17,80.03,76.19,77.19
2837,34,2025-03-18,82.34,73.73,82.78
2838,34,2025-03-20,88.66,98.53,79.37
2839,34,2025-03-21,84.01,85.54,91.37
2840,34,2025-03-22,87.6,89.75,77.75
2841,34,2025-03-25,83.07,74.88,85.82
2842,34,2025-03-27,83.18,75.42,100.0
2843,34,2025-03-28,82.21,83.17,99.45
2844,34,2025-03-29,78.69,78.22,83.73
2845,34,2025-03-30,89.61,79.72,88.47
2846,34,2025-04-01,83.68,86.59,73.92
2847,34,2025-04-02,84.42,83.02,89.29
2848,34,2025-04-03,83.82,79.97,81.38
2849,34,2025-04-05,81.93,85.39,86.63
2850,34,2025-04-08,84.81,74.67,85.12
2851,34,2025-04-10,88.17,87.26,86.24
2852,34,2025-04-14,83.89,83.5,85.63
2853,34,2025-04-16,78.79,91.43,71.69
2854,34,2025-04-17,83.63,90.56,88.55
2855,34,2025-04-19,86.45,72.75,92.17
2856,34,2025-04-21,80.46,88.2,91.01
2857,34,2025-04-22,72.36,80.69,83.04
2858,34,2025-04-25,77.73,82.12,79.99
2859,34,2025-04-26,88.38,79.76,92.37
2860,34,2025-04-28,84.31,74.4,87.23
2861,34,2025-04-30,88.09,71.35,77.62
2862,34,2025-05-01,81.58,78.12,81.13
2863,34,2025-05-02,87.28,71.0,80.27
2864,34,2025-05-03,78.0,79.3,84.74
2865,35,2025-01-03,84.54,82.56,88.18
2866,35,2025-01-04,90.48,70.42,97.51
2867,35,2025-01-05,80.8,84.76,75.78
2868,35,2025-01-06,85.57,89.98,85.9
2869,35,2025-01-07,84.88,82.15,78.27
2870,35,2025-01-08,92.97,87.99,89.01
2871,35,2025-01-09,87.7,70.61,84.04
2872,35,2025-01-10,89.9,79.68,88.2
2873,35,2025-01-12,80.04,80.85,91.29
2874,35,2025-01-13,81.97,86.57,84.7
2875,35,2025-01-14,85.37,73.67,80.87
2876,35,2025-01-15,90.63,78.72,78.62
2877,35,2025-01-17,75.7,90.09,88.46
2878,35,2025-01-18,90.1,86.82,92.86
2879,35,2025-01-20,84.64,84.14,90.05
2880,35,2025-01-21,92.64,85.39,78.75
2881,35,2025-01-22,93.99,82.13,92.98
2882,35,2025-01-23,82.77,86.22,84.62
2883,35,2025-01-24,78.82,81.34,87.02
2884,35,2025-01-25,88.12,81.48,83.82
2885,35,2025-01-27,78.6,88.86,79.1
2886,35,2025-01-28,84.76,76.2,77.95
2887,35,2025-01-31,83.51,78.13,78.87
2888,35,2025-02-01,79.47,79.27,95.76
2889,35,2025-02-02,86.19,91.41,94.48
2890,35,2025-02-03,77.36,83.12,71.21
2891,35,2025-02-04,85.34,74.63,85.19
2892,35,2025-02-05,80.7,80.51,87.57
2893,35,2025-02-06,94.2,69.37,88.96
2894,35,2025-02-08,88.16,83.68,79.43
2895,35,2025-02-09,88.69,81.0,78.64
2896,35,2025-02-10,85.06,84.8,90.75
2897,35,2025-02-11,78.5,90.02,80.53
2898,35,2025-02-12,85.14,86.28,88.59
2899,35,2025-02-14,85.86,83.69,78.96
2900,35,2025-02-15,83.58,87.02,84.96
2901,35,2025-02-16,85.74,77.75,82.2
2902,35,2025-02-18,83.09,75.04,83.96
2903,35,2025-02-19,80.95,91.01,91.22
2904,35,2025-02-20,91.43,87.17,71.58
2905,35,2025-02-21,79.47,81.44,88.88
2906,35,2025-02-22,94.38,95.45,83.95
2907,35,2025-02-23,88.91,93.59,76.64
2908,35,2025-02-24,88.09,81.42,90.14
2909,35,2025-02-25,79.17,83.26,84.2
2910,35,2025-02-26,90.27,75.9,88.12
2911,35,2025-02-27,77.91,79.38,89.5
2912,35,2025-02-28,86.26,86.71,86.75
2913,35,2025-03-03,89.24,86.22,78.66
2914,35,2025-03-04,85.38,56.89,81.18
2915,35,2025-03-05,72.32,89.9,88.97
2916,35,2025-03-07,84.35,79.55,87.82
2917,35,2025-03-09,85.3,74.78,81.46
2918,35,2025-03-10,80.8,89.95,89.88
2919,35,2025-03-11,92.01,83.13,91.46
2920,35,2025-03-13,86.7,84.45,77.62
2921,35,2025-03-14,82.72,86.18,75.03
2922,35,2025-03-15,97.37,82.32,79.57
2923,35,2025-03-17,90.68,73.57,86.43
2924,35,2025-03-18,81.25,80.55,84.5
2925,35,2025-03-19,86.25,90.48,81.02
2926,35,2025-03-20,84.9,74.11,89.37
2927,35,2025-03-21,82.27,92.83,76.71
2928,35,2025-03-23,85.19,83.7,89.25
2929,35,2025-03-24,84.36,75.76,88.41
2930,35,2025-03-25,83.1,84.1,71.6
2931,35,2025-03-26,80.08,74.04,95.36
2932,35,2025-03-27,86.36,70.88,84.27
2933,35,2025-03-28,77.48,82.27,78.68
2934,35,2025-03-29,81.02,75.93,82.98
2935,35,2025-03-30,86.36,84.14,88.48
2936,35,2025-03-31,71.82,88.45,77.45
2937,35,2025-04-01,92.06,73.98,93.93
2938,35,2025-04-02,85.81,83.82,89.8
2939,35,2025-04-04,93.89,83.67,75.31
2940,35,2025-04-05,84.82,83.48,83.69
2941,35,2025-04-06,80.57,76.48,78.52
2942,35,2025-04-07,84.36,77.89,82.72
2943,35,2025-04-08,88.76,69.46,91.45
2944,35,2025-04-09,88.52,91.03,83.75
2945,35,2025-04-11,72.36,81.14,77.43
2946,35,2025-04-12,84.1,91.91,85.65
2947,35,2025-04-13,84.18,79.21,82.63
2948,35,2025-04-14,86.97,76.29,83.04
2949,35,2025-04-18,79.86,87.23,75.91
2950,35,2025-04-19,84.78,88.15,86.81
2951,35,2025-04-20,88.27,81.36,84.48
2952,35,2025-04-21,91.32,81.1,83.52
2953,35,2025-04-22,88.19,84.79,83.22
2954,35,2025-04-23,85.95,82.11,90.41
2955,35,2025-04-24,71.32,81.79,72.43
2956,35,2025-04-26,85.9,86.43,91.52
2957,35,2025-04-27,81.16,75.84,78.11
2958,35,2025-04-28,89.79,75.53,78.21
2959,35,2025-04-29,89.07,80.09,86.13
2960,35,2025-05-01,83.52,78.11,86.33
2961,35,2025-05-02,87.59,92.91,72.88
2962,36,2025-01-22,77.17,63.74,81.95
2963,36,2025-01-23,78.16,62.49,80.39
2964,36,2025-01-24,78.47,62.83,57.98
2965,36,2025-01-25,62.98,68.18,79.14
2966,36,2025-01-26,91.93,66.73,79.55
2967,36,2025-01-27,73.42,64.79,64.93
2968,36,2025-01-28,77.06,86.49,44.45
2969,36,2025-01-29,78.34,59.29,74.05
2970,36,2025-01-30,87.11,87.38,80.59
2971,36,2025-01-31,62.24,57.77,62.03
2972,36,2025-02-01,84.63,69.43,61.49
2973,36,2025-02-02,77.61,77.49,79.17
2974,36,2025-02-06,77.69,79.51,78.48
2975,36,2025-02-07,87.4,72.77,85.5
2976,36,2025-02-08,73.36,67.13,78.02
2977,36,2025-02-09,74.19,68.17,62.69
2978,36,2025-02-10,68.44,74.05,72.12
2979,36,2025-02-11,81.16,84.57,71.5
2980,36,2025-02-12,79.73,61.07,87.55
2981,36,2025-02-15,67.91,60.2,74.52
2982,36,2025-02-17,73.55,65.23,66.31
2983,36,2025-02-20,68.51,73.26,75.76
2984,36,2025-02-21,81.75,80.35,81.56
2985,36,2025-02-22,66.49,83.9,61.96
2986,36,2025-02-23,66.87,66.51,72.12
2987,36,2025-02-25,76.39,88.86,85.56
2988,36,2025-02-26,74.63,54.32,69.44
2989,36,2025-02-27,69.43,71.08,69.05
2990,36,2025-02-28,80.43,80.27,63.55
2991,36,2025-03-03,73.41,85.79,71.38
2992,36,2025-03-04,77.46,55.29,88.54
2993,36,2025-03-05,69.45,81.97,77.9
2994,36,2025-03-06,76.22,55.68,67.15
2995,36,2025-03-08,83.65,73.3,70.57
2996,36,2025-03-10,74.47,68.16,59.59
2997,36,2025-03-11,73.94,62.4,77.62
2998,36,2025-03-13,77.83,96.28,73.45
2999,36,2025-03-15,90.71,60.15,71.1
3000,36,2025-03-16,81.4,69.64,69.08
3001,36,2025-03-19,85.28,78.52,72.41
3002,36,2025-03-20,78.33,85.0,72.43
3003,36,2025-03-21,83.07,80.21,72.87
3004,36,2025-03-22,72.26,64.02,82.67
3005,36,2025-03-23,68.94,67.07,73.56
3006,36,2025-03-24,60.61,70.71,58.66
3007,36,2025-03-25,74.13,74.25,62.81
3008,36,2025-03-26,74.08,64.24,79.66
3009,36,2025-03-27,66.05,68.9,69.51
3010,36,2025-03-28,78.89,81.11,72.27
3011,36,2025-03-31,80.21,72.47,62.09
3012,36,2025-04-01,82.71,63.08,67.58
3013,36,2025-04-04,81.0,58.37,68.75
3014,36,2025-04-05,75.07,74.21,73.69
3015,36,2025-04-09,75.74,74.41,74.28
3016,36,2025-04-10,76.84,75.81,72.23
3017,36,2025-04-11,74.65,67.46,80.56
3018,36,2025-04-13,64.98,69.35,72.74
3019,36,2025-04-14,69.34,74.4,69.03
3020,36,2025-04-15,64.45,71.31,63.15
3021,36,2025-04-16,74.33,89.11,70.87
3022,36,2025-04-17,77.4,69.03,65.73
3023,36,2025-04-18,76.98,68.75,65.54
3024,36,2025-04-19,72.71,75.05,77.9
3025,36,2025-04-20,75.9,72.0,79.35
3026,36,2025-04-21,89.17,67.07,73.05
3027,36,2025-04-22,75.69,70.37,60.02
3028,36,2025-04-26,70.55,77.56,65.88
3029,36,2025-04-27,75.93,73.32,66.82
3030,36,2025-04-29,75.64,62.67,75.66
3031,36,2025-04-30,94.22,70.02,78.13
3032,36,2025-05-01,79.17,61.53,78.0
3033,36,2025-05-02,76.36,77.66,80.15
3034,36,2025-05-03,96.66,62.51,65.0
3035,36,2025-05-04,70.39,81.23,73.63
3036,36,2025-05-07,73.25,67.76,90.31
3037,36,2025-05-08,86.97,77.47,80.15
3038,36,2025-05-09,66.0,82.16,82.88
3039,36,2025-05-10,75.52,77.2,57.54
3040,36,2025-05-12,72.04,82.42,82.44
3041,36,2025-05-14,73.01,67.74,65.04
3042,36,2025-05-15,75.82,79.22,78.31
3043,36,2025-05-17,71.05,63.64,84.76
3044,36,2025-05-18,71.83,72.88,81.63
3045,36,2025-05-20,73.22,76.13,74.18
3046,37,2025-01-12,69.23,54.48,69.3
3047,37,2025-01-13,64.65,29.26,67.63
3048,37,2025-01-14,39.69,75.8,59.75
3049,37,2025-01-15,60.81,68.64,58.86
3050,37,2025-01-17,86.91,61.11,58.13
3051,37,2025-01-19,85.84,44.66,61.87
3052,37,2025-01-21,70.37,48.82,70.14
3053,37,2025-01-22,66.23,49.47,34.15
3054,37,2025-01-24,81.44,81.78,31.46
3055,37,2025-01-25,59.93,58.01,59.22
3056,37,2025-01-26,51.05,41.22,56.27
3057,37,2025-01-27,52.31,48.16,78.69
3058,37,2025-01-28,53.0,50.54,39.83
3059,37,2025-01-29,80.67,62.11,64.59
3060,37,2025-01-30,56.65,86.69,54.03
3061,37,2025-01-31,72.09,51.46,44.62
3062,37,2025-02-02,76.05,67.28,64.9
3063,37,2025-02-04,74.98,64.56,59.37
3064,37,2025-02-06,61.23,30.66,66.74
3065,37,2025-02-07,58.71,55.02,63.98
3066,37,2025-02-08,74.09,44.68,59.67
3067,37,2025-02-09,69.6,87.49,74.11
3068,37,2025-02-11,63.53,43.01,56.67
3069,37,2025-02-13,62.52,64.0,60.64
3070,37,2025-02-17,78.28,64.23,53.41
3071,37,2025-02-18,70.6,82.02,68.34
3072,37,2025-02-19,66.24,52.85,46.81
3073,37,2025-02-20,67.71,82.62,72.64
3074,37,2025-02-21,62.39,41.69,56.93
3075,37,2025-02-22,59.11,41.75,58.12
3076,37,2025-02-24,54.06,56.73,55.93
3077,37,2025-02-25,53.45,86.0,68.53
3078,37,2025-02-26,59.07,70.57,48.33
3079,37,2025-02-27,64.97,57.02,56.93
3080,37,2025-02-28,57.38,71.05,82.08
3081,37,2025-03-02,60.18,56.04,83.42
3082,37,2025-03-03,72.03,77.35,60.32
3083,37,2025-03-04,66.58,55.57,82.17
3084,37,2025-03-05,66.93,55.14,82.79
3085,37,2025-03-06,48.84,49.07,59.93
3086,37,2025-03-08,66.35,50.82,72.96
3087,37,2025-03-09,78.08,47.05,62.36
3088,37,2025-03-10,65.74,52.45,61.91
3089,37,2025-03-11,59.54,47.12,71.85
3090,37,2025-03-13,81.76,39.11,67.2
3091,37,2025-03-16,43.32,76.13,71.78
3092,37,2025-03-18,84.35,71.47,83.14
3093,37,2025-03-19,66.01,87.6,50.59
3094,37,2025-03-20,69.32,77.46,60.93
3095,37,2025-03-22,72.31,53.57,53.06
3096,37,2025-03-23,60.3,59.3,66.94
3097,37,2025-03-27,53.67,68.36,61.72
3098,37,2025-03-29,57.02,58.55,88.8
3099,37,2025-03-31,68.65,71.53,48.84
3100,37,2025-04-01,44.28,53.34,64.61
3101,37,2025-04-02,62.29,50.89,68.17
3102,37,2025-04-03,59.5,44.35,63.76
3103,37,2025-04-04,63.24,78.49,42.33
3104,37,2025-04-08,63.96,36.37,51.26
3105,37,2025-04-09,78.77,48.04,43.13
3106,37,2025-04-10,61.84,60.64,62.58
3107,37,2025-04-11,68.34,83.31,67.29
3108,37,2025-04-12,58.71,62.46,40.3
3109,37,2025-04-14,62.58,79.63,78.41
3110,37,2025-04-15,75.0,52.34,71.57
3111,37,2025-04-16,58.4,35.27,89.11
3112,37,2025-04-17,65.45,80.08,77.43
3113,37,2025-04-18,65.33,56.84,56.32
3114,37,2025-04-20,73.04,67.07,65.22
3115,37,2025-04-22,67.2,55.84,72.89
3116,37,2025-04-24,47.66,75.66,54.53
3117,37,2025-04-25,75.41,57.49,58.28
3118,37,2025-04-29,70.86,62.17,80.38
3119,37,2025-04-30,62.13,75.07,49.51
3120,37,2025-05-01,55.97,85.43,48.44
3121,37,2025-05-03,65.19,74.06,73.18
3122,37,2025-05-05,57.02,38.32,49.99
3123,37,2025-05-06,51.56,59.61,59.29
3124,37,2025-05-07,66.07,53.09,63.38
3125,37,2025-05-08,71.59,72.25,34.03
3126,37,2025-05-10,69.49,59.23,58.23
3127,38,2025-01-22,55.59,60.56,60.65
3128,38,2025-01-24,76.71,49.98,55.11
3129,38,2025-01-25,52.81,50.3,35.37
3130,38,2025-01-27,63.86,69.52,64.31
3131,38,2025-01-29,77.28,79.64,39.92
3132,38,2025-01-30,61.8,20.55,65.86
3133,38,2025-01-31,50.17,86.14,76.65
3134,38,2025-02-01,57.66,61.28,67.11
3135,38,2025-02-02,52.07,73.1,75.17
3136,38,2025-02-03,57.26,73.68,49.71
3137,38,2025-02-04,70.61,56.01,55.93
3138,38,2025-02-05,67.59,77.11,56.58
3139,38,2025-02-06,67.52,71.04,58.48
3140,38,2025-02-08,58.37,46.96,50.04
3141,38,2025-02-10,59.18,86.93,39.38
3142,38,2025-02-11,69.6,59.59,54.79
3143,38,2025-02-12,58.82,55.69,58.1
3144,38,2025-02-13,64.8,86.51,44.55
3145,38,2025-02-16,48.9,43.1,42.25
3146,38,2025-02-17,72.92,46.44,58.65
3147,38,2025-02-19,84.93,42.29,75.17
3148,38,2025-02-20,67.99,45.05,40.97
3149,38,2025-02-21,64.73,70.55,75.3
3150,38,2025-02-22,76.04,39.81,88.13
3151,38,2025-02-26,53.37,64.79,45.92
3152,38,2025-02-27,63.71,78.94,63.36
3153,38,2025-02-28,84.2,66.47,64.74
3154,38,2025-03-02,70.21,54.31,60.65
3155,38,2025-03-04,70.52,61.01,52.37
3156,38,2025-03-05,58.29,86.45,57.54
3157,38,2025-03-07,67.37,57.56,63.13
3158,38,2025-03-09,46.65,57.13,55.89
3159,38,2025-03-10,63.8,66.24,48.35
3160,38,2025-03-11,55.79,70.97,56.11
3161,38,2025-03-14,55.47,36.32,45.5
3162,38,2025-03-16,44.83,55.81,62.86
3163,38,2025-03-17,65.42,44.03,59.56
3164,38,2025-03-18,89.17,53.42,54.51
3165,38,2025-03-20,63.0,50.25,70.89
3166,38,2025-03-23,35.82,50.28,57.98
3167,38,2025-03-24,49.96,63.5,56.71
3168,38,2025-03-25,70.14,48.66,59.51
3169,38,2025-03-26,69.83,49.85,60.28
3170,38,2025-03-27,45.39,63.86,57.59
3171,38,2025-03-31,71.69,63.2,55.44
3172,38,2025-04-01,66.04,46.66,63.13
3173,38,2025-04-02,58.39,72.02,67.95
3174,38,2025-04-04,65.52,78.28,49.44
3175,38,2025-04-05,61.56,67.4,63.54
3176,38,2025-04-06,58.71,56.65,70.55
3177,38,2025-04-08,69.57,70.17,69.91
3178,38,2025-04-09,62.47,44.14,82.68
3179,38,2025-04-10,70.43,56.02,64.7
3180,38,2025-04-14,74.93,58.95,81.67
3181,38,2025-04-15,54.5,50.44,48.43
3182,38,2025-04-17,68.11,47.24,52.26
3183,38,2025-04-18,45.18,77.84,47.18
3184,38,2025-04-20,72.08,75.36,60.1
3185,38,2025-04-21,55.16,70.22,50.95
3186,38,2025-04-22,37.91,42.61,44.46
3187,38,2025-04-23,76.49,75.63,61.34
3188,38,2025-04-26,50.9,35.99,82.23
3189,38,2025-04-28,63.17,71.36,71.25
3190,38,2025-04-29,73.36,89.58,67.99
3191,38,2025-04-30,50.61,70.45,46.05
3192,38,2025-05-01,69.71,53.58,75.31
3193,38,2025-05-02,48.87,75.59,55.0
3194,38,2025-05-03,72.31,74.49,49.84
3195,38,2025-05-05,69.2,63.14,55.4
3196,38,2025-05-06,66.68,72.49,63.51
3197,38,2025-05-07,57.56,36.3,70.62
3198,38,2025-05-08,55.79,50.73,55.27
3199,38,2025-05-10,64.84,68.49,48.03
3200,38,2025-05-11,59.89,40.89,41.62
3201,38,2025-05-12,58.99,46.81,65.84
3202,38,2025-05-13,65.47,59.15,42.06
3203,38,2025-05-15,61.51,57.37,56.92
3204,38,2025-05-16,62.88,59.49,56.56
3205,38,2025-05-17,50.25,19.78,59.17
3206,38,2025-05-20,64.01,53.79,63.79
3207,38,2025-05-21,67.5,74.74,47.01
3208,39,2025-01-02,81.49,71.47,76.14
3209,39,2025-01-03,66.25,89.97,86.6
3210,39,2025-01-04,70.85,82.79,68.58
3211,39,2025-01-05,73.07,53.12,73.16
3212,39,2025-01-06,76.26,71.07,69.37
3213,39,2025-01-09,75.67,84.65,75.73
3214,39,2025-01-11,77.16,85.58,70.66
3215,39,2025-01-13,95.61,85.61,81.73
3216,39,2025-01-16,52.59,68.52,76.11
3217,39,2025-01-17,56.55,79.45,61.01
3218,39,2025-01-18,80.22,67.81,71.48
3219,39,2025-01-19,63.66,64.63,51.69
3220,39,2025-01-20,79.36,81.72,71.7
3221,39,2025-01-21,67.59,68.44,83.01
3222,39,2025-01-22,88.99,90.45,67.1
3223,39,2025-01-23,69.8,85.74,83.48
3224,39,2025-01-24,74.02,80.44,72.12
3225,39,2025-01-25,81.42,72.76,68.32
3226,39,2025-01-27,77.09,70.43,70.14
3227,39,2025-01-30,66.82,81.93,73.32
3228,39,2025-01-31,75.24,72.91,60.8
3229,39,2025-02-02,74.66,81.77,83.45
3230,39,2025-02-03,78.02,66.84,56.95
3231,39,2025-02-04,79.88,68.35,86.44
3232,39,2025-02-06,64.48,65.02,91.46
3233,39,2025-02-07,79.22,76.53,78.98
3234,39,2025-02-09,71.82,67.64,69.33
3235,39,2025-02-10,75.45,81.83,74.06
3236,39,2025-02-11,75.99,70.88,60.93
3237,39,2025-02-12,82.69,62.8,68.27
3238,39,2025-02-13,85.14,71.23,67.04
3239,39,2025-02-15,80.21,53.44,73.31
3240,39,2025-02-17,70.93,72.96,74.99
3241,39,2025-02-18,82.61,82.99,93.55
3242,39,2025-02-20,62.76,80.55,61.32
3243,39,2025-02-22,75.44,89.37,82.75
3244,39,2025-02-23,76.44,58.38,76.2
3245,39,2025-02-24,78.06,79.62,74.21
3246,39,2025-02-25,65.12,68.66,67.6
3247,39,2025-02-26,70.46,56.79,72.68
3248,39,2025-03-02,75.36,75.58,74.31
3249,39,2025-03-03,81.11,95.2,77.36
3250,39,2025-03-04,69.39,73.69,71.92
3251,39,2025-03-05,72.28,77.26,81.04
3252,39,2025-03-06,85.6,92.68,63.48
3253,39,2025-03-07,81.11,56.32,71.76
3254,39,2025-03-10,74.77,82.01,76.11
3255,39,2025-03-12,86.13,77.9,83.07
3256,39,2025-03-13,68.9,71.8,72.68
3257,39,2025-03-15,84.52,80.25,73.93
3258,39,2025-03-16,73.75,61.75,84.63
3259,39,2025-03-17,72.43,69.63,77.35
3260,39,2025-03-18,74.99,77.24,71.57
3261,39,2025-03-19,84.4,83.91,65.8
3262,39,2025-03-20,75.11,65.83,72.48
3263,39,2025-03-21,75.74,69.07,83.35
3264,39,2025-03-25,70.6,70.73,72.87
3265,39,2025-03-28,87.32,66.78,59.81
3266,39,2025-04-01,76.89,65.67,76.33
3267,39,2025-04-02,75.84,87.77,84.94
3268,39,2025-04-03,79.94,68.37,76.84
3269,39,2025-04-05,75.17,55.11,74.91
3270,39,2025-04-06,69.29,71.85,71.8
3271,39,2025-04-07,81.88,56.47,61.09
3272,39,2025-04-08,71.67,69.51,79.57
3273,39,2025-04-11,77.62,78.64,80.25
3274,39,2025-04-12,73.67,77.97,88.35
3275,39,2025-04-13,73.7,63.26,62.63
3276,39,2025-04-15,78.32,82.54,77.58
3277,39,2025-04-16,72.22,71.4,81.98
3278,39,2025-04-17,75.16,80.52,64.03
3279,39,2025-04-18,81.56,73.07,68.29
3280,39,2025-04-19,78.21,74.66,64.09
3281,39,2025-04-20,75.56,64.05,83.51
3282,39,2025-04-21,89.85,75.54,71.53
3283,39,2025-04-24,65.23,71.25,87.36
